Tabela,Modelo,HardDice_Lex_mean,SoftDice_Sem_mean
nhanes_questionnaire.ecq_j,DEEPSEEK,0.3333333333333333,0.33333316114213735
nhanes_questionnaire.ecq_j,MISTRAL,0.7777777777777777,0.9190233945846558
nhanes_questionnaire.ecq_j,OPENAI,0.5555555555555555,0.7047825124528672
nhanes_questionnaire.fsq_j,DEEPSEEK,0.7777777777777777,0.9891994131935967
nhanes_questionnaire.fsq_j,MISTRAL,1.0,0.9999995032946268
nhanes_questionnaire.fsq_j,OPENAI,0.3333333333333333,0.7700983219676547
nhanes_questionnaire.heq_j,DEEPSEEK,0.7777777777777777,0.9533004760742188
nhanes_questionnaire.heq_j,MISTRAL,0.3333333333333333,0.7914031545321146
nhanes_questionnaire.heq_j,OPENAI,1.0,0.9999991456667582
nhanes_questionnaire.hiq_j,DEEPSEEK,0.4444444444444444,0.863328198591868
nhanes_questionnaire.hiq_j,MISTRAL,1.0,0.9999994238217672
nhanes_questionnaire.hiq_j,OPENAI,1.0,0.9999991456667582
nhanes_questionnaire.hoq_j,DEEPSEEK,1.0,0.9999995231628418
nhanes_questionnaire.hoq_j,MISTRAL,0.3333333333333333,0.6576262911160787
nhanes_questionnaire.hoq_j,OPENAI,0.7777777777777777,0.9339983661969503
nhanes_questionnaire.hsq_j,DEEPSEEK,0.7777777777777777,0.9800650808546277
nhanes_questionnaire.hsq_j,MISTRAL,0.3333333333333333,0.6782021191385058
nhanes_questionnaire.hsq_j,OPENAI,1.0,0.9999990463256836
nhanes_questionnaire.huq_j,DEEPSEEK,1.0,0.9999993840853373
nhanes_questionnaire.huq_j,MISTRAL,1.0,0.9999992648760477
nhanes_questionnaire.huq_j,OPENAI,0.7777777777777777,0.777776989671919
nhanes_questionnaire.imq_j,DEEPSEEK,1.0,0.9999996821085612
nhanes_questionnaire.imq_j,MISTRAL,1.0,0.9999995430310568
nhanes_questionnaire.imq_j,OPENAI,1.0,0.9999992251396179
nhanes_questionnaire.inq_j,DEEPSEEK,1.0,0.9999991655349731
nhanes_questionnaire.inq_j,MISTRAL,0.3333333333333333,0.7932499580913119
nhanes_questionnaire.inq_j,OPENAI,0.6666666666666666,0.856728196144104
nhanes_questionnaire.kiq_u_j,DEEPSEEK,1.0,0.9999993840853373
nhanes_questionnaire.kiq_u_j,MISTRAL,0.3333333333333333,0.6244003772735596
nhanes_questionnaire.kiq_u_j,OPENAI,1.0,0.9999991456667582
nhanes_questionnaire.mcq_j,DEEPSEEK,1.0,0.9999995430310568
nhanes_questionnaire.mcq_j,MISTRAL,0.2222222222222222,0.8072200881110297
nhanes_questionnaire.mcq_j,OPENAI,1.0,0.9999992251396179
nhanes_questionnaire.ocq_j,DEEPSEEK,1.0,0.9999993046124777
nhanes_questionnaire.ocq_j,MISTRAL,1.0,0.9999995430310568
nhanes_questionnaire.ocq_j,OPENAI,1.0,0.9999992251396179
nhanes_questionnaire.ohq_j,DEEPSEEK,1.0,0.9999993642171224
nhanes_questionnaire.ohq_j,MISTRAL,0.3333333333333333,0.8302328719033135
nhanes_questionnaire.ohq_j,OPENAI,0.7777777777777777,0.7777771088812088
nhanes_questionnaire.osq_j,DEEPSEEK,0.5555555555555555,0.8743017713228861
nhanes_questionnaire.osq_j,MISTRAL,1.0,0.9999995032946268
nhanes_questionnaire.osq_j,OPENAI,1.0,0.9999991257985433
nhanes_questionnaire.paq_j,DEEPSEEK,1.0,0.9999995231628418
nhanes_questionnaire.paq_j,MISTRAL,0.5555555555555555,0.8695573939217461
nhanes_questionnaire.paq_j,OPENAI,0.4444444444444444,0.7727783587243823
nhanes_questionnaire.paqy_j,DEEPSEEK,0.7777777777777777,0.9910270770390829
nhanes_questionnaire.paqy_j,MISTRAL,1.0,0.999999483426412
nhanes_questionnaire.paqy_j,OPENAI,1.0,0.9999995231628418
nhanes_questionnaire.pfq_j,DEEPSEEK,0.7777777777777777,0.9941347108946905
nhanes_questionnaire.pfq_j,MISTRAL,0.3333333333333333,0.5571364098125033
nhanes_questionnaire.pfq_j,OPENAI,1.0,0.9999991456667582
nhanes_questionnaire.puqmec_j,DEEPSEEK,0.6666666666666666,0.9282415509223938
nhanes_questionnaire.puqmec_j,MISTRAL,1.0,0.9999996026357015
nhanes_questionnaire.puqmec_j,OPENAI,1.0,0.9999992251396179
nhanes_questionnaire.rhq_j,DEEPSEEK,1.0,0.999999483426412
nhanes_questionnaire.rhq_j,MISTRAL,0.5555555555555555,0.7188113530476888
nhanes_questionnaire.rhq_j,OPENAI,1.0,0.9999992251396179
nhanes_questionnaire.rxq_rx_j,DEEPSEEK,0.7777777777777777,0.9238540530204773
nhanes_questionnaire.rxq_rx_j,MISTRAL,1.0,0.9999992648760477
nhanes_questionnaire.rxq_rx_j,OPENAI,1.0,0.9999992251396179
